Distancia (km),Quantidade transportada (ton),Custo combustivel (R$/L),"Tipo transporte (Caminhao = 1, Ferrovia = 0)",Funcionarios envolvidos,"Regiao (1 = Sul, 2 = Sudeste, 3 = Norte)",Custo logistico (R$)
1312,954,4.045098443060173,1,9,2,103635.10860734805
610,295,4.111499196940656,1,19,2,49788.759794076606
91,454,4.104811372922398,1,19,2,43423.45036849221
727,893,5.815631715554809,0,20,2,76393.47101220378
643,808,5.442515815867649,0,20,3,68457.17724136006
1502,590,5.354212732392557,1,8,3,100739.8022589242
1876,210,5.045145640523619,0,13,3,74247.75298245558
1231,796,5.563905233944304,0,5,3,90980.78645092611
1289,751,4.311295985523182,1,9,2,102387.87200694859
1743,166,4.783882379576875,0,13,1,68170.5573394679
1535,320,4.980008501528687,0,24,2,65701.7918199812
183,819,4.2208189953534525,0,9,3,56391.61957907931
1140,741,4.839027418675034,0,8,2,75650.68462507098
1921,536,4.633003558525241,0,20,2,97236.89758312075
1080,934,4.071164291586925,1,6,2,96771.81855461808
997,221,4.27347080545847,0,20,1,46501.46654012812
1599,999,5.528073646334944,0,22,2,101842.22221442536
122,323,4.036075819009289,1,6,2,27123.338552079647
448,308,5.868506598192722,1,20,1,41716.54918351114
1478,184,4.172849264894475,0,5,2,63381.65650897788
1748,732,5.5984761884069165,1,20,2,113753.23850265899
627,771,5.797233081886942,0,7,2,63408.106770651444
908,797,5.8822711697008945,1,19,2,81207.69730582506
179,471,5.734954046991945,0,15,2,38236.11328515473
980,470,4.575100078850887,1,14,3,76030.06552782113
1539,235,4.666174262676954,0,21,2,70239.04669221958
1279,978,4.853091397220152,1,8,1,103469.24798324399
1861,413,4.278593378814202,0,21,2,95070.68683735974
1841,656,4.044544910134448,0,8,3,103196.68569265703
315,427,5.7382432285620695,0,23,1,31855.191040928155
1610,572,5.1082574324209125,1,5,1,84616.77377969754
842,629,5.217445884356433,1,18,2,69467.08444691572
302,940,5.853976949635591,0,15,3,72328.79592127522
871,771,5.330240356227232,0,11,2,63898.8292235649
1362,245,5.381707008679626,0,21,3,66188.6520419077
213,930,5.573937296873485,0,8,3,61626.95719066853
144,147,4.232696899714807,1,14,2,22962.386223104044
1855,654,4.7203243064275835,1,21,3,110054.38323664141
882,71,5.936415855406732,1,8,2,46895.98797103678
1183,499,5.845860156201213,0,23,3,75697.61095842544
385,221,5.768150592620369,0,22,1,21549.14752567003
871,432,4.904177020677945,1,21,2,61814.28108460768
287,183,5.714385907173611,1,10,3,33249.505205667716
430,475,4.096791763891531,1,11,1,55106.62489451955
1509,74,4.297034848514235,1,10,1,62930.34654891841
948,552,4.827935396968108,0,16,1,67957.95695825567
532,234,4.966784133364253,0,13,1,31449.420554582044
951,134,4.527014307041714,0,22,2,44796.76020230509
1098,616,4.712953341695575,1,6,3,90117.67754111574
1726,812,4.325552202050737,0,21,1,89778.11728556424
1190,193,4.978268063431814,1,5,3,64484.12485428545
531,912,5.587686585735723,1,13,3,81465.97397958368
1465,959,5.322720787322611,1,10,3,107622.14439072047
966,728,4.2155844947310825,1,6,2,81268.47935531278
1043,461,4.975163206793432,1,10,2,73388.48096279868
1013,273,5.39529276555945,0,13,1,46306.43633885253
586,269,5.059790593107882,0,7,3,40536.93369319913
1152,228,4.783351193071098,0,20,2,49252.99989025214
1653,680,5.243828842567757,1,19,2,101090.36683468676
1246,482,5.937277330600551,0,16,2,74692.14602496506
1085,314,4.189815819532156,1,12,1,68422.3697216678
1873,478,4.780032121495122,0,10,2,93343.85411788356
177,711,4.813211706092192,1,7,3,59458.40324083849
1681,465,5.153934620936742,1,8,2,89423.35040187543
141,502,4.304349203763836,0,14,2,40571.962507738644
1726,776,4.353286059740939,1,18,1,112391.03998484892
592,246,4.570722771995709,0,19,3,40662.561436456905
895,603,5.911740086537039,0,11,2,72616.69346954068
1605,102,5.468217162461805,0,11,3,66637.0294362418
1731,529,5.323386603383007,1,12,3,95386.63942720738
1038,492,5.633915374788525,1,14,2,71707.10503814262
1901,379,4.255152937833386,1,23,1,92205.18436825013
496,300,5.7186656394475035,1,23,3,43187.07156118314
439,856,5.189665427775008,0,6,2,60397.632629884894
721,939,4.670658014917871,1,19,3,94519.4019185246
1934,832,5.631710511491381,0,5,3,115661.52216498443
92,974,5.605129068697249,0,14,3,63092.720502188
303,172,5.691417163433455,1,10,2,37807.548866576944
1203,928,4.231035800213965,1,17,3,100755.92064479119
1133,436,5.938722489991552,0,14,3,62958.61355653551
712,388,5.9192523075794625,1,16,1,60171.158803162645
516,827,4.714939291003483,0,10,2,61988.42467093626
336,397,4.131788036423839,1,10,2,55447.56991481278
1060,78,4.334111338937571,1,5,3,56410.01389790458
1590,84,5.985661650889394,0,16,1,60719.189235445585
1540,567,5.126025886343326,0,14,3,79215.42226564094
827,445,4.713243597652104,0,18,3,45623.66642595452
394,672,4.576405387700078,1,19,2,65833.8404813664
691,343,4.513983470621895,1,8,1,50452.477925701845
431,638,5.328305530108964,1,5,3,68914.00800380479
1852,398,4.838775663039372,0,12,2,78515.66864078295
739,196,5.930821398737223,0,7,3,38979.354205961936
1326,116,5.367686061290723,1,18,3,71661.13180422164
1129,953,5.584089182097922,0,21,1,90596.01117143716
1536,569,4.585483097166319,1,6,1,84416.13229657282
506,171,4.158372818217252,0,19,1,29879.222256428347
1032,389,4.975645674763762,1,10,3,79416.47397561485
132,224,4.629163093092455,1,9,1,31092.738527752605
1978,949,4.404166330015848,1,18,2,124051.8861756712
1172,740,5.9052842616017225,0,23,3,87888.8069780692
198,646,4.887976428684061,0,13,1,45745.35698593244
1402,500,4.349417184097572,1,12,3,93653.03997021944
1229,606,4.397301305362278,1,7,3,89844.13850091383
239,185,4.561419484929188,1,22,2,39433.4288754697
1567,904,5.998632536379425,1,12,2,117870.85889881836
932,65,4.536023001039195,1,20,2,47982.74945111402
312,382,4.657603609156907,1,19,3,45694.98456146302
1153,244,5.318656255968003,0,19,3,50620.675913358544
449,545,4.587922752820597,0,20,2,47959.72251560739
813,58,4.431608502119387,0,5,3,29462.762486944503
658,877,4.317274373299197,0,14,2,72976.06514004189
1333,383,4.625365330055584,1,23,2,74685.2392826871
1845,382,4.211831379257547,1,9,1,94267.58699402094
1688,376,4.037293172829566,1,22,2,91552.03731746755
1625,64,5.6092833946693545,0,7,1,55506.642449925734
834,888,4.275789884829154,0,8,2,81239.35587596655
150,663,5.551953699630484,1,8,3,57972.1555157173
1432,275,5.595084957973319,0,15,1,54151.23393901496
1453,474,5.075839052658486,0,13,3,72184.7587733093
869,839,4.619363916625903,1,5,3,83208.86686867896
1294,457,4.290065467499777,1,20,2,79866.25161518755
869,162,5.473610213441998,1,13,2,50061.51528484854
469,477,5.2027739719635715,0,15,3,45376.478642134905
173,50,5.310906912987129,1,10,2,28250.304661896153
471,315,4.017338179690262,1,21,2,51923.25111453273
1304,540,5.855034031415649,1,16,2,81554.75741927486
1763,257,4.1325803748931005,0,12,3,70757.61601717192
1136,671,4.733611770280011,0,20,1,80317.81300309795
1558,761,4.805423299303401,1,9,1,113723.10752472881
1701,418,4.002711048995898,1,5,3,85721.85064339827
1776,355,4.994178618701595,0,21,2,84082.78793875693
1647,61,5.50561798902202,0,12,2,59717.67964095911
817,394,5.646537306229544,1,14,1,63813.19452408961
532,514,5.758793986611769,0,22,3,47974.65002097035
568,749,4.975437736630739,1,19,3,68618.9791953443
204,715,5.261272381059301,1,24,2,55286.91907298262
141,543,4.159039426592997,0,17,2,36338.828626566035
1031,417,4.9760764485635,1,14,2,68494.49663956295
1599,895,4.30963150974347,1,13,3,116900.45297067218
504,986,4.739286235245043,0,17,1,66322.32368389299
1814,469,4.658610625729199,1,7,3,93710.16055006994
647,938,4.847081154483016,0,7,3,85836.13394914013
1718,840,5.143273235948265,1,5,3,112878.51527310442
559,220,5.805753294125992,1,6,1,44699.464333400436
1256,183,4.78896926269501,0,15,2,58451.01758911929
435,476,5.962262391423101,0,18,2,43011.9361542585
1647,74,5.518056096102406,0,14,3,63177.304727513394
1804,579,5.0229620935767665,0,11,3,91069.19721556865
454,239,5.288052874223888,0,5,1,30298.830971346182
295,190,4.204448342263889,0,11,1,27768.43756214469
791,604,5.689043062627309,1,19,2,76047.85144832065
1664,895,5.164714910127932,0,15,3,93340.95372129235
710,845,5.972134960419203,1,10,1,84525.45901087667
699,707,5.272857487505698,0,11,1,60327.8000765615
1544,364,5.66822316653265,1,11,3,86428.1301076965
1899,493,5.59952548559048,1,5,3,98881.93646584656
1961,368,4.690922302936538,0,14,3,86716.43630904249
1496,490,4.5192212504664235,1,19,3,96116.06119897189
950,141,4.86098716686302,1,12,3,56860.871613384465
114,228,4.934482688817674,1,23,3,41908.09771487204
1086,105,4.480169403873288,0,7,1,42515.239905846385
262,204,5.789195746701944,0,19,3,28080.054500352042
291,721,5.085095724601292,1,8,2,62183.43818809066
542,160,5.956888784307139,0,10,3,27891.06055987375
1286,186,5.620035556092526,0,14,2,42634.97476458459
1766,281,5.111409720783892,1,22,2,81882.02539607818
387,517,5.894080556288719,1,20,2,61543.20747774438
222,781,5.009749630190614,0,22,3,63517.56259520081
721,530,5.774213025037341,0,10,3,48005.28721864438
213,117,4.716289562391611,0,23,2,27331.53142011755
514,863,4.757284766808188,1,21,3,76087.02311018477
1044,298,4.836261365941862,0,22,1,45706.13055513826
546,372,5.093251291886492,0,17,1,46522.75919212455
749,971,5.1069805403976485,0,11,1,74146.27114298781
444,953,4.992797843354168,1,24,1,90944.0747353728
752,567,4.612001947166335,1,16,3,67449.78785562553
1990,841,5.854412929581662,1,6,2,117895.43162749431
357,481,5.1771721946985085,0,16,3,40066.126186477806
1841,536,4.815478432383189,0,16,1,88787.24183379505
232,655,5.302353921487237,1,8,3,63146.50181809619
678,478,5.53593351561961,0,8,3,45156.58913870722
1867,318,5.921456176456486,0,22,1,82349.72143904323
559,758,4.999098324535165,0,20,2,61126.23681855462
1781,586,4.224197020701517,1,18,3,98337.55560374199
595,197,4.881531602873083,0,21,3,31234.624443084667
1637,167,4.957941122906943,0,21,1,68932.08806323919
673,899,5.793988156371348,1,7,2,84170.43247745892
1837,416,4.789601536925906,0,10,1,78394.40705279257
643,899,5.906648529774277,1,17,1,84790.61926842238
793,115,4.97026381542867,0,13,3,41974.26262579994
1300,862,5.947561001957858,1,13,2,104713.01752298581
1818,419,4.016396642261924,1,12,1,98901.19280266423
1806,224,5.7976307496126935,0,21,3,77466.40729986285
1509,880,5.862240903886701,0,20,1,105862.99931103
1998,637,5.922041871530427,1,20,3,119888.91896403843
1495,544,4.026153068349229,0,23,2,84280.2836373176
603,163,4.343401673100618,1,20,1,33955.547949124826
70,160,5.307529006186472,0,18,2,19102.724906942552
603,810,4.050945383470214,0,24,2,68247.10068078322
446,488,4.1272179923530015,0,18,3,48721.46477381035
674,764,4.442157747386884,0,18,1,63892.04153783181
154,196,5.024879537487768,1,18,1,33962.68933325141
241,84,5.091805118533615,1,16,3,35471.6817929768
66,358,4.068522245587008,0,10,3,20553.404684053516
1193,587,4.3407345015630625,0,24,2,80484.56843120005
442,799,4.99941134666931,0,17,1,52027.4460170978
474,63,5.18788124188681,0,20,1,21934.445182838575
178,423,4.29680339297243,0,13,3,31500.513395660582
1203,606,4.7976828238939415,1,6,3,81780.02262755943
621,477,5.808802873033905,1,7,3,67517.06660226885
1633,777,5.997798574092344,0,14,1,94846.99830873542
78,282,5.974428909662283,1,24,1,37240.210111141154
1170,754,5.763349020573745,1,6,2,93441.75370252329
1083,612,4.789320175899892,0,14,3,63309.432022400164
291,988,5.373148584149568,1,12,2,73227.86647464191
1899,936,4.833184455568397,1,21,1,124029.45463646484
281,775,5.297054053648406,1,5,2,67612.71694244057
838,712,4.618864941938966,1,10,2,69266.05215394012
1357,489,5.212404507220664,0,11,2,78016.33787950495
764,551,5.0475169931057,1,19,3,73974.03822614593
808,324,4.0489605316264,1,22,1,51850.51874850477
851,899,5.581405807492228,1,13,3,92613.84429501793
825,125,4.0237956644903115,0,12,2,37066.339006730916
775,488,4.586311884506603,1,14,3,69802.98290038976
249,781,4.011848130908005,1,8,1,52324.74356040682
994,909,4.752402826590396,1,24,1,90283.17709958719
128,748,4.126321056328279,0,12,2,54406.745040174486
1986,338,5.827021933662483,0,5,2,86587.60682768394
1005,964,4.8313585903257374,0,12,3,91923.8836187331
1928,589,4.91899154972882,0,16,1,92181.78954382114
905,940,4.69970047218171,0,19,1,83221.57998429339
1246,741,5.255012308403533,1,17,3,93942.06112209783
516,302,5.568816233236408,0,20,1,32740.207388333394
630,175,5.296293486097956,1,22,2,45237.37113725986
1489,226,5.496414236790255,0,5,2,70488.40734290898
989,86,5.811947327018521,0,21,3,50637.58046241228
498,459,5.727093063342857,0,20,3,43792.537084077965
136,660,5.348116905507392,1,9,3,54567.351600241695
150,659,4.429275925808858,1,24,2,51443.44687508413
1081,176,5.275405702083858,1,14,3,62165.31872037759
894,532,5.012166191481022,0,10,1,63912.44721131335
1273,217,5.43443846202084,0,16,3,69516.18631747246
1578,641,5.66586329678583,0,14,1,78485.67065416487
136,343,5.485442994372835,0,21,2,34364.45822393465
92,894,5.693122339922571,0,6,1,52868.133032066355
1458,687,4.127732746682048,0,23,1,82618.18150318459
1694,392,4.063240076474928,1,24,1,82175.16096363995
1508,359,4.5170011353991875,1,10,2,89347.80525319601
457,711,5.8013321682172565,0,17,1,47716.344943343756
1556,577,5.6473185019679475,1,13,1,89204.88348624184
713,589,5.365454595590624,1,16,3,72959.21183087239
1090,468,5.401517334879432,1,22,3,79267.20062880933
1718,493,5.453340938516425,0,12,3,92350.65956443938
197,734,5.885205400969494,0,22,1,45349.19985698505
326,607,5.664382304615115,0,6,1,48684.12562329828
281,889,5.246780774054095,0,12,2,60388.7177916983
1899,285,5.331430870514281,1,14,1,87486.80097863491
415,488,4.4274805241222435,0,13,1,40065.85410289748
1301,263,5.3146376503125445,0,22,2,61846.65095176651
1724,134,4.849358024836917,0,12,1,63332.74737067163
485,843,4.305923741211488,1,23,2,73371.6869895721
448,793,5.612805638493149,1,7,2,67970.38814594368
1284,134,5.020494199606292,1,13,3,66892.72484395909
1464,970,5.954850083378843,1,17,1,102442.97154892245
548,538,4.56335870894905,1,13,3,61959.93842214508
589,114,4.9613402246101534,0,24,1,26412.082845479737
612,695,4.895990909337736,1,16,3,72543.4467870767
1564,712,4.2415590448651574,1,17,2,99789.76077036737
491,676,4.852230557661559,0,12,2,60490.378924490615
1334,113,4.57510691284185,0,19,2,57152.629053393124
822,392,4.320640942733869,0,17,2,53579.29964781916
399,988,4.564311168072279,1,17,1,78215.81130612972
1425,924,4.466503382532784,0,21,1,94328.93959669342
569,968,5.468147062011756,1,19,3,85057.33982778696
1393,401,4.06155035651832,0,23,1,59431.45441716406
187,207,5.234925495826443,1,7,1,34946.20924378852
1623,638,5.521322684047213,1,18,3,102483.29204207375
1696,540,4.961446912937946,1,14,2,101762.59441781454
1041,707,5.863129960015836,1,21,3,84838.75043094496
417,904,5.415761390473071,0,12,3,73919.72920027985
1293,512,5.495847302622835,0,22,2,72378.815346771
1410,274,4.393866974881741,1,16,3,72931.13238729429
1296,966,5.554591151678147,0,21,3,105784.51868763
1721,362,5.66418947216623,1,15,3,91881.55913815224
1841,664,4.722532776811979,0,13,1,102446.30185021128
409,968,4.426726136065943,0,19,2,69635.80508083467
970,908,4.770101358407233,1,13,2,96222.1641983066
378,862,5.479215938000275,1,16,3,79923.13124769361
1011,989,4.8352780117374055,0,15,1,84290.7857504021
512,515,5.473303750449576,1,21,2,61676.98736086046
995,137,4.227129081955075,0,10,2,44584.652470425506
1012,932,5.612023420976969,0,12,3,91127.62711827963
1634,352,4.506414963284715,0,14,3,70946.42976936592
1877,729,4.497857975429188,1,19,3,115914.5931216214
1455,484,5.180761930407721,1,8,2,89842.71035202536
885,731,4.140236091493979,0,22,3,69955.74284916789
1663,184,4.052595453369337,1,15,3,74209.0631177808
1690,99,4.5220573305868985,1,13,3,66919.6543870769
218,481,5.076135101469646,0,13,1,46820.40660416367
266,389,5.815232772450455,1,12,3,43879.21216148141
427,396,5.692870352614614,1,7,2,57246.199919857274
168,695,4.980892919841951,0,22,3,49440.53563508985
239,396,4.0741039873869855,1,18,2,50298.09062574856
816,698,5.0705054692586184,0,7,1,67519.95400500257
419,294,5.409591199850591,1,21,1,54585.53791215502
1851,158,4.678329065050067,1,8,3,89798.25472691264
198,874,4.222126606563309,0,22,2,59016.564253497745
1749,848,4.557135906411319,0,19,3,106597.74164155993
701,582,5.543177728935628,1,23,3,74597.18826105076
1932,139,4.7024876645666565,0,10,2,85667.76708392419
1561,345,5.62396298137142,0,19,2,73130.65224087783
819,161,4.639042903614952,1,11,2,43576.1239482576
423,862,4.327110076827636,0,16,2,64777.11868633509
830,638,4.8716967190272165,1,20,2,72032.51930839055
1766,226,4.904549024578278,1,13,1,81088.66439997655
209,392,4.032216437098674,0,24,1,38041.872534889066
400,709,4.234090145412653,1,9,1,64987.4500373273
1985,150,4.369852037545635,0,15,2,71768.90634410545
1361,807,4.22717463475735,1,6,2,96879.11426732107
1361,678,4.683052150842728,0,20,2,77740.36737440796
941,653,5.929245711234036,0,8,3,77022.78944189685
1299,450,5.018445076654156,1,9,1,80982.28901822139
572,77,5.255112047741293,0,11,1,21295.841541920916
571,986,4.712772957046056,0,10,3,88391.48996832904
832,586,4.646975523286292,0,14,3,62898.691718972375
322,107,4.046293543830017,1,18,1,32310.79095712432
985,547,5.000667311352045,1,12,2,72912.71529889127
1475,346,4.967218013503333,0,18,1,69934.07026017056
232,183,4.315661452362246,0,18,2,24538.10409102738
1738,380,5.5286480004134075,1,24,1,81316.2561910622
537,298,4.985348660622006,1,7,1,52070.2210406934
1900,599,4.677987940323146,1,5,3,101648.30265853289
895,951,4.293817818045854,0,13,3,88432.4612572263
173,990,5.104321653942025,1,13,2,71382.85401259549
1034,124,5.505634052177619,0,6,2,44889.44111676175
1699,703,4.563998705369944,1,20,1,104812.56391124072
839,883,4.437588703153445,0,12,3,79425.13502039824
463,217,5.043869928129154,1,10,2,45981.04607267637
1798,820,4.310686605020034,0,17,2,99254.34729416361
1245,552,5.33322677318857,1,5,2,87301.03777301496
1361,934,5.210687255888461,1,23,1,99282.67930177279
1508,404,4.174164099182857,0,19,2,68862.91123409386
735,274,4.0730407587627475,1,5,2,55181.5959249817
162,713,5.24057730517717,1,14,3,65778.02126103303
937,580,4.588587547977482,1,5,3,77323.40669644081
1990,195,4.172891506346797,1,16,3,96597.43888648956
171,290,5.5188574099129735,0,15,1,21721.49704777302
1617,933,4.628088006035288,0,21,3,99747.5306785495
1295,942,4.919199099276447,1,8,3,109400.84742385904
1704,393,4.473625854907539,0,11,3,80718.31854962624
88,798,5.254634156715929,0,16,3,56798.09160036211
546,84,4.602976830708719,0,17,2,23441.343084604603
829,751,5.9360419224552565,0,9,1,66071.91687698908
1306,50,5.405895097233813,0,10,2,58096.87830551289
992,202,4.273444552746931,1,6,2,55591.64373208233
1603,478,4.833389679346934,0,11,1,84639.21555138376
198,994,4.770842199459757,1,18,2,77709.39750889293
